RecordId,MAK,PropertyAddress,Suite,City,State,ZipCode,ZipCodePlus4,Latitude,Longitude,FIPSCode,APN,CensusKey,CensusKeyDecennial,CountyLandUseDescription,TotalAssessedValue,AssessmentYear,LotSizeOrArea,LotSizeAreaUnit,SalesPriceFromAssessment,YearBuilt,TotalNumberOfRooms,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,NumberOfStories,NumberOfBuildings,NumberOfUnits,GarageTypeParking,GarageParkingNumberOfCars,HasDeck,DeckArea,HasGuestHouse,GuestHouseArea,PoolType,PoolArea,AirConditioning,HasFireplace,FireplaceCount,HasBasement,HasElevator,HasSecurityAlarm,HasSprinklers
285,9205167431,22 Sepulveda,,Rancho Santa Margarita,CA,92688,2728,33.622740,-117.618368,06059,805-313-03,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",406580,2023,5000.0000000,SF,244000,1990,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
286,2056825130,24 Sepulveda,,Rancho Santa Margarita,CA,92688,2728,33.622743,-117.618177,06059,805-313-04,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",709961,2023,5000.0000000,SF,500000,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
287,4383683942,36 Sepulveda,,Rancho Santa Margarita,CA,92688,2736,33.622906,-117.617109,06059,805-313-10,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",367566,2023,5000.0000000,SF,225000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
288,6022880040,40 Sepulveda,,Rancho Santa Margarita,CA,92688,2736,33.623008,-117.616728,06059,805-313-12,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",472391,2023,5500.0000000,SF,270000,1990,0,4,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
289,8947483983,2 Charca,,Rancho Santa Margarita,CA,92688,2702,33.621981,-117.618602,06059,805-313-28,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",423069,2023,6500.0000000,SF,265000,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
290,8455615269,4 Charca,,Rancho Santa Margarita,CA,92688,2702,33.622008,-117.618384,06059,805-313-29,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",1147561,2023,6000.0000000,SF,950000,1990,0,5,3.00,0,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
291,7777428580,12 Charca,,Rancho Santa Margarita,CA,92688,2702,33.622073,-117.617585,06059,805-313-33,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",544573,2023,5000.0000000,SF,320500,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
292,6419578084,42 Amantes,,Rancho Santa Margarita,CA,92688,2706,33.621609,-117.616991,06059,805-313-47,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",554854,2023,6600.0000000,SF,271000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,999,0,,N,0,,,N,N
293,7177997482,9 Charca,,Rancho Santa Margarita,CA,92688,2700,33.622462,-117.617924,06059,805-313-53,060590320531011,060590320531011,"SINGLE FAMILY RESIDENTIAL",946596,2023,6000.0000000,SF,735000,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
294,3808361315,6 Amantes,,Rancho Santa Margarita,CA,92688,2751,33.620728,-117.620803,06059,805-321-01,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",980555,2023,6000.0000000,SF,895000,1991,0,3,3.00,0,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
295,2003301655,15 Sequero,,Rancho Santa Margarita,CA,92688,2720,33.620709,-117.621528,06059,805-321-05,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",565650,2023,5000.0000000,SF,340000,1991,8,4,3.00,0,,0,0,999,2,N,0,N,0,502,0,C,Y,2,,,N,N
296,2234722660,13 Sequero,,Rancho Santa Margarita,CA,92688,2720,33.620854,-117.621575,06059,805-321-06,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",980555,2023,5000.0000000,SF,765000,1991,0,3,3.00,0,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
297,5133061520,3 Sequero,,Rancho Santa Margarita,CA,92688,2719,33.621622,-117.621795,06059,805-321-11,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",554524,2023,5000.0000000,SF,285000,1991,0,4,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
298,2529495784,1 Sequero,,Rancho Santa Margarita,CA,92688,2719,33.621739,-117.621647,06059,805-321-12,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",577888,2023,8310.0000000,SF,340000,1991,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
299,7922117174,13 Roquedo,,Rancho Santa Margarita,CA,92688,2721,33.621843,-117.620854,06059,805-321-25,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",116492,2023,5000.0000000,SF,243000,1992,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
300,1819045430,11 Roquedo,,Rancho Santa Margarita,CA,92688,2721,33.621982,-117.620981,06059,805-321-26,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",522649,2023,5000.0000000,SF,307500,1992,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
301,9467398551,12 Roquedo,,Rancho Santa Margarita,CA,92688,2722,33.622173,-117.620529,06059,805-321-35,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",579327,2023,5000.0000000,SF,400000,1992,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
302,6238894271,20 Roquedo,,Rancho Santa Margarita,CA,92688,2722,33.621555,-117.620250,06059,805-321-39,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",436910,2023,6000.0000000,SF,260000,1992,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
303,3161990063,10 Amantes,,Rancho Santa Margarita,CA,92688,2704,33.621073,-117.620305,06059,805-322-02,060590320531015,060590320531015,"SINGLE FAMILY RESIDENTIAL",406488,2023,5000.0000000,SF,240000,1992,8,4,3.00,0,,0,0,999,2,N,0,N,0,,0,C,Y,2,,,N,N
304,2708466834,7 Sepulveda,,Rancho Santa Margarita,CA,92688,2725,33.622754,-117.619818,06059,805-331-03,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",519853,2023,5000.0000000,SF,345000,1992,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
305,4201034370,16 Talega,,Rancho Santa Margarita,CA,92688,2730,33.623351,-117.619536,06059,805-331-08,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",464586,2023,5000.0000000,SF,255000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
306,3116351177,8 Talega,,Rancho Santa Margarita,CA,92688,2729,33.623071,-117.620131,06059,805-331-12,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",483238,2023,5000.0000000,SF,290000,1990,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
307,4584037427,4 Talega,,Rancho Santa Margarita,CA,92688,2729,33.622922,-117.620491,06059,805-331-14,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",837756,2023,6600.0000000,SF,590000,1992,0,3,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
308,2178834217,1 Talega,,Rancho Santa Margarita,CA,92688,2729,33.623064,-117.620676,06059,805-331-15,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",577793,2023,6300.0000000,SF,316000,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
309,3737750109,9 Talega,,Rancho Santa Margarita,CA,92688,2729,33.623535,-117.620259,06059,805-331-19,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",510495,2023,5329.0000000,SF,306500,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
310,6048991364,11 Talega,,Rancho Santa Margarita,CA,92688,2729,33.623594,-117.620097,06059,805-331-20,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",473237,2023,5051.0000000,SF,284000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
311,5791703035,13 Talega,,Rancho Santa Margarita,CA,92688,2730,33.623640,-117.619929,06059,805-331-21,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",667220,2023,4863.0000000,SF,470000,1992,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
312,6820228812,15 Talega,,Rancho Santa Margarita,CA,92688,2730,33.623696,-117.619786,06059,805-331-22,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",451638,2023,4863.0000000,SF,274000,1990,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
313,9761092478,25 Talega,,Rancho Santa Margarita,CA,92688,2732,33.623939,-117.618959,06059,805-331-27,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",785778,2023,5783.0000000,SF,575000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
314,2334196649,36 Talega,,Rancho Santa Margarita,CA,92688,2731,33.623610,-117.617921,06059,805-331-40,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",414893,2023,5000.0000000,SF,254000,1993,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
315,9983958829,22 Talega,,Rancho Santa Margarita,CA,92688,2731,33.623499,-117.619102,06059,805-331-46,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",445987,2023,5000.0000000,SF,254500,1992,0,3,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
316,3967093265,15 Sepulveda,,Rancho Santa Margarita,CA,92688,2727,33.623111,-117.618980,06059,805-331-47,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",436753,2023,6000.0000000,SF,279000,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
317,4299335916,21 Sepulveda,,Rancho Santa Margarita,CA,92688,2727,33.623173,-117.618443,06059,805-331-50,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",458224,2023,5000.0000000,SF,260500,1990,0,3,3.00,0,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
318,6006416920,37 Sepulveda,,Rancho Santa Margarita,CA,92688,2737,33.623317,-117.617165,06059,805-331-57,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",383905,2023,5000.0000000,SF,235000,1990,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
319,8025923219,39 Sepulveda,,Rancho Santa Margarita,CA,92688,2737,33.623385,-117.616960,06059,805-331-58,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",435267,2023,6000.0000000,SF,237000,1990,0,4,2.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
320,6014534952,21 Segada,,Rancho Santa Margarita,CA,92688,2743,33.626928,-117.618104,06059,805-341-12,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",561981,2023,8978.0000000,SF,344000,1994,0,4,4.00,0,,0,0,999,3,N,0,N,0,,0,,N,0,,,N,N
321,6983251992,22 Segada,,Rancho Santa Margarita,CA,92688,2735,33.626633,-117.617705,06059,805-342-01,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",606960,2023,9100.0000000,SF,325000,1994,0,4,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
322,2163509522,28 Segada,,Rancho Santa Margarita,CA,92688,2735,33.626870,-117.617190,06059,805-342-04,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",537478,2023,7605.0000000,SF,329000,1994,0,4,4.00,0,,0,0,999,3,N,0,N,0,,0,,N,0,,,N,N
323,9733449844,30 Segada,,Rancho Santa Margarita,CA,92688,2735,33.626990,-117.617008,06059,805-342-05,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",1038597,2023,7475.0000000,SF,760000,1994,0,5,4.00,1,,0,0,999,3,N,0,N,0,,0,,N,0,,,N,N
324,8652736835,34 Segada,,Rancho Santa Margarita,CA,92688,2735,33.627279,-117.616757,06059,805-342-07,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",723978,2023,6466.0000000,SF,450000,1994,0,5,4.00,1,,0,0,999,3,N,0,N,0,904,0,,N,0,,,N,N
325,7772171040,36 Segada,,Rancho Santa Margarita,CA,92688,2735,33.627435,-117.616675,06059,805-342-08,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",753416,2023,6930.0000000,SF,510000,1994,0,4,4.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
326,4337264444,1 Siega,,Rancho Santa Margarita,CA,92688,2747,33.627124,-117.616269,06059,805-342-18,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",596959,2023,10000.0000000,SF,348000,1994,0,5,4.00,1,,0,0,999,4,N,0,N,0,502,0,,N,0,,,N,N
327,7204048673,1 Arado,,Rancho Santa Margarita,CA,92688,2746,33.626289,-117.617159,06059,805-342-24,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",866154,2023,13320.0000000,SF,610000,1994,0,4,4.00,0,,0,0,999,3,N,0,N,0,502,0,,N,0,,,N,N
328,6324948137,32 Arado,,Rancho Santa Margarita,CA,92688,2749,33.627368,-117.614475,06059,805-343-03,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",617628,2023,9000.0000000,SF,352000,1994,0,5,4.00,1,,0,0,999,3,N,0,N,0,502,0,,N,0,,,N,N
329,4185430952,20 Arado,,Rancho Santa Margarita,CA,92688,2749,33.626692,-117.615449,06059,805-351-10,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",753981,2023,6448.0000000,SF,531000,1994,0,4,4.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
330,9231195896,24 Arado,,Rancho Santa Margarita,CA,92688,2749,33.626939,-117.615149,06059,805-351-12,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",538671,2023,6565.0000000,SF,300500,1994,0,4,3.00,0,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
331,9491327041,50 Mancera,,Rancho Santa Margarita,CA,92688,2718,33.626072,-117.615318,06059,805-351-20,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",926927,2023,6300.0000000,SF,640000,1990,0,4,3.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
332,5350164986,36 Sembrado,,Rancho Santa Margarita,CA,92688,2714,33.625660,-117.613978,06059,805-351-33,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",840030,2023,7600.0000000,SF,580000,1990,9,4,3.00,1,2,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
333,6733684223,20 Sembrado,,Rancho Santa Margarita,CA,92688,2713,33.624990,-117.615129,06059,805-351-40,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",733403,2023,6100.0000000,SF,410000,1990,0,4,4.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
334,6417195800,12 Sembrado,,Rancho Santa Margarita,CA,92688,2713,33.624552,-117.615730,06059,805-351-44,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",629126,2023,6000.0000000,SF,345000,1990,8,4,3.00,1,,0,0,999,2,N,0,N,0,,0,C,Y,2,,,N,N
335,9302995638,8 Sembrado,,Rancho Santa Margarita,CA,92688,2709,33.624325,-117.616047,06059,805-351-46,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",1073771,2023,6324.0000000,SF,900000,1990,0,4,3.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
336,4172064625,32 Mancera,,Rancho Santa Margarita,CA,92688,2717,33.624919,-117.616942,06059,805-351-65,060590320531007,060590320531007,"SINGLE FAMILY RESIDENTIAL",893133,2023,6527.0000000,SF,629000,1990,0,3,4.00,0,,0,0,999,2,N,0,N,0,999,0,,N,0,,,N,N
337,7238312291,19 Segada,,Rancho Santa Margarita,CA,92688,2733,33.626815,-117.618238,06059,805-361-01,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",481931,2023,7616.0000000,SF,295000,1992,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
338,9066460265,1 Segada,,Rancho Santa Margarita,CA,92688,2733,33.626467,-117.619396,06059,805-361-07,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",531894,2023,9100.0000000,SF,310000,1992,0,4,4.00,0,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
339,2109821364,4 Segada,,Rancho Santa Margarita,CA,92688,2734,33.625990,-117.619234,06059,805-361-09,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",770407,2023,7020.0000000,SF,469000,1992,0,4,4.00,0,,0,0,999,3,N,0,N,0,502,0,,N,0,,,N,N
340,3850326469,19 Serna,,Rancho Santa Margarita,CA,92688,2739,33.625598,-117.618103,06059,805-361-19,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",1171755,2023,9300.0000000,SF,758500,1994,0,4,4.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
341,5547364163,11 Serna,,Rancho Santa Margarita,CA,92688,2738,33.625491,-117.618685,06059,805-361-22,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",465915,2023,7200.0000000,SF,285500,1993,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
342,7130363562,24 Serna,,Rancho Santa Margarita,CA,92688,2741,33.625306,-117.617555,06059,805-361-37,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",585703,2023,7475.0000000,SF,358000,1992,0,4,4.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
343,3282171510,9 Via Floria,,Rancho Santa Margarita,CA,92688,4940,33.616968,-117.620560,06059,805-421-05,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",431362,2023,3450.0000000,SF,292000,1993,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
344,3541036825,39 Via Caseta,,Rancho Santa Margarita,CA,92688,4946,33.617608,-117.620335,06059,805-421-12,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",466666,2023,2700.0000000,SF,316000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
345,7310366259,31 Via Caseta,,Rancho Santa Margarita,CA,92688,4946,33.617983,-117.620202,06059,805-421-16,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",661417,2023,2975.0000000,SF,484000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
346,9967853813,23 Via Caseta,,Rancho Santa Margarita,CA,92688,4946,33.618092,-117.620684,06059,805-421-20,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",519686,2023,2700.0000000,SF,366000,1994,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
347,7371206877,19 Via Caseta,,Rancho Santa Margarita,CA,92688,4947,33.618174,-117.620906,06059,805-421-22,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",580655,2023,3150.0000000,SF,425000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
348,1012840325,7 Via Caseta,,Rancho Santa Margarita,CA,92688,4947,33.618202,-117.621456,06059,805-421-27,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",306942,2023,2850.0000000,SF,200000,1994,0,2,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
349,9727317532,24 Via Caseta,,Rancho Santa Margarita,CA,92688,4946,33.617807,-117.620705,06059,805-421-34,060590320532002,060590320532002,"SINGLE FAMILY RESIDENTIAL",329054,2023,3150.0000000,SF,204000,1994,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
350,7129726723,26 Via Caseta,,Rancho Santa Margarita,CA,92688,4946,33.617790,-117.620598,06059,805-421-35,060590320532002,060590320532002,"SINGLE FAMILY RESIDENTIAL",316262,2023,3600.0000000,SF,196000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
351,5785924177,3 Via Encanto,,Rancho Santa Margarita,CA,92688,4943,33.617521,-117.620766,06059,805-421-37,060590320532002,060590320532002,"SINGLE FAMILY RESIDENTIAL",818794,2023,4000.0000000,SF,650000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
352,9440131249,4 Via Encanto,,Rancho Santa Margarita,CA,92688,4943,33.617193,-117.620861,06059,805-421-38,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",556690,2023,4000.0000000,SF,400000,1994,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
353,7419089679,7 Via Floria,,Rancho Santa Margarita,CA,92688,4940,33.616918,-117.620824,06059,805-421-40,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",399026,2023,2700.0000000,SF,260000,1993,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
354,1722968332,19 Via Encanto,,Rancho Santa Margarita,CA,92688,4944,33.617390,-117.621652,06059,805-421-56,060590320532003,060590320532003,"SINGLE FAMILY RESIDENTIAL",425971,2023,2975.0000000,SF,300000,1994,0,2,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
355,7232132132,31 Via Encanto,,Rancho Santa Margarita,CA,92688,4942,33.616830,-117.621602,06059,805-421-62,060590320532003,060590320532003,"SINGLE FAMILY RESIDENTIAL",496970,2023,3200.0000000,SF,350000,1993,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
356,2122163619,30 Via Helena,,Rancho Santa Margarita,CA,92688,4959,33.614787,-117.620860,06059,805-422-02,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",892663,2023,4400.0000000,SF,807000,1993,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
357,3166571770,24 Via Helena,,Rancho Santa Margarita,CA,92688,4959,33.614952,-117.620518,06059,805-422-05,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",331496,2023,4000.0000000,SF,216000,1993,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
358,8878643834,22 Via Helena,,Rancho Santa Margarita,CA,92688,4959,33.615044,-117.620474,06059,805-422-06,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",353371,2023,3500.0000000,SF,214000,1993,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
359,7288082094,14 Via Helena,,Rancho Santa Margarita,CA,92688,4932,33.615510,-117.620436,06059,805-422-10,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",727015,2023,2975.0000000,SF,532000,1993,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
360,5091595825,14 Via Geneva,,Rancho Santa Margarita,CA,92688,4953,33.616356,-117.620971,06059,805-422-22,060590320532010,060590320532010,"SINGLE FAMILY RESIDENTIAL",477089,2023,3150.0000000,SF,336000,1993,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
361,4024324396,15 Via Geneva,,Rancho Santa Margarita,CA,92688,4953,33.616090,-117.620916,06059,805-422-23,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",732855,2023,2975.0000000,SF,547000,1993,0,2,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
362,2117183100,2 Via Helena,,Rancho Santa Margarita,CA,92688,4932,33.615827,-117.620756,06059,805-422-25,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",325663,2023,4050.0000000,SF,199500,1993,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
363,3957021996,1 Via Helena,,Rancho Santa Margarita,CA,92688,4932,33.615523,-117.620722,06059,805-422-26,060590320532000,060590320532000,"SINGLE FAMILY RESIDENTIAL",461471,2023,2975.0000000,SF,325000,1993,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
364,9805160446,4 Caminito Altura,,Rancho Santa Margarita,CA,92688,2687,33.629040,-117.614528,06059,805-431-32,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",1090921,2023,4750.0000000,SF,1015000,2001,0,5,4.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
365,7443698103,8 Corazon Del Oro,,Rancho Santa Margarita,CA,92688,2688,33.627953,-117.613582,06059,805-431-57,060590320531005,060590320531005,"SINGLE FAMILY RESIDENTIAL",1001905,2023,4816.0000000,SF,757500,2001,0,5,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
366,5558976130,6 Calle Fortuna,,Rancho Santa Margarita,CA,92688,2625,33.623746,-117.610725,06059,805-461-01,060590320531036,060590320531036,"SINGLE FAMILY RESIDENTIAL",457921,2023,3200.0000000,SF,322500,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
367,6867236725,35 Via Amor,,Rancho Santa Margarita,CA,92688,2621,33.623722,-117.611092,06059,805-461-04,060590320531036,060590320531036,"SINGLE FAMILY RESIDENTIAL",411771,2023,3200.0000000,SF,290000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
368,9461966312,10 Calle Verano,,Rancho Santa Margarita,CA,92688,2622,33.622897,-117.612089,06059,805-462-11,060590320531039,060590320531039,"SINGLE FAMILY RESIDENTIAL",456502,2023,3200.0000000,SF,320000,1994,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
369,6275666906,4 Calle Bella,,Rancho Santa Margarita,CA,92688,2624,33.622659,-117.611857,06059,805-462-15,060590320531039,060590320531039,"SINGLE FAMILY RESIDENTIAL",473165,2023,3400.0000000,SF,320000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
370,1383514578,32 Calle Verano,,Rancho Santa Margarita,CA,92688,2647,33.622081,-117.611815,06059,805-463-09,060590320531040,060590320531040,"SINGLE FAMILY RESIDENTIAL",404673,2023,5250.0000000,SF,285000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
371,3564955472,42 Calle Verano,,Rancho Santa Margarita,CA,92688,2647,33.621643,-117.611568,06059,805-463-13,060590320531040,060590320531040,"SINGLE FAMILY RESIDENTIAL",303682,2023,4950.0000000,SF,194000,1994,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
372,7569005748,31 Calle Verano,,Rancho Santa Margarita,CA,92688,2647,33.621984,-117.612281,06059,805-464-15,060590320531041,060590320531041,"SINGLE FAMILY RESIDENTIAL",604022,2023,3200.0000000,SF,442000,1996,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
373,4224194711,39 Calle Estero,,Rancho Santa Margarita,CA,92688,2634,33.621615,-117.611154,06059,805-471-04,060590320531040,060590320531040,"SINGLE FAMILY RESIDENTIAL",292680,2023,5400.0000000,SF,182500,1995,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
